word,freq
todo,1.0
Gracias,0.7666666666666667
niño,0.7666666666666667
muy,0.7
proyecto,0.6333333333333333
mundo,0.4666666666666667
buena,0.4666666666666667
Excelente,0.4
docente,0.3333333333333333
clase,0.3333333333333333
curso,0.3
bien,0.3
bueno,0.26666666666666666
mejor,0.26666666666666666
aprendizaje,0.26666666666666666
